,bairro,cep,cidade,descricao,estado,preco,tilulo,tipo
4393,Potengi,59112-030,Natal,"NÃO ACEITO TROCAS!CONTATO: 84 9961657... ver número98 (TIM E WHATS)APARELHO ORIGINAL, NOVO, LACRADO, NOTA FISCAL EGARANTIA DE 1 ANO PELO FABRICANTEVALOR: 2750,00 À VISTA OU 3050,00 EM ATÉ 5X NOCARTÃO DE CRÉDITODisponível na(s) cor(es): PRETO E AMARELOESPECIFICAÇÕES:Câmera dupla Traseira (grande-angular 12 MP[f1.5/f2.4], ultra-ampla 16 MP [f2.2]);frontal CMOS de 10MP [F1.9];tela curva Dynamic AMOLED 5,8?;Processador Octa-Core 2.7GHz;6Gb de memória RAM;128GB de memória;Bateria de 3100 de mAh;Reconhecimento de íris e biometria;resistência à água e poeira (IP68)Acabamento em METAL premium.Entregas no Midway ou Partage Norte Shopping!TAMBÉM TENHO OUTROS APARELHOS, PARA SABER MAIS ÉSÓ SEGUIR MEU I N S T A: JP_SMARTPHONESOU CHAMA NO WHATS: 84 9961657... ver número98 ",Novo,2749,Samsung Galaxy S10e 128Gb Novo Lacrado Nota Fiscal e Garantia de 1 Ano S10 e ,Samsung
4394,Potengi,59112-030,Natal,"NÃO ACEITO TROCAS!CONTATO: 84 9961657... ver número98 (TIM E WHATS)I N S T A: JP_SMARTPHONESAPARELHO ORIGINAL, NOVO, LACRADO, NOTA FISCAL EGARANTIA DE 1 ANO PELO FABRICANTEVALOR: 1750,00 À VISTA OU 1950,00 EM ATÉ 5X NOCARTÃO DE CRÉDITODisponível na(s) cor(es): AZULESPECIFICAÇÕES:câmera traseira quadrupla 24.0MP (F1.7), 5.0MP(F2.2), 10.0MP (F2.4) e 8.0MP (F2.4);frontal de 24mP (F2.0);Tela Super AMOLED 6,3? com super resolução em FullHD;Processador Octa-Core 2.2 GHz, 1.8GHz;6Gb de memória RAM;128GB de memória;Bateria de 3.720 de mAh;Acabamento premium;Leitor Biométrico e reconhecimento facial.Entregas no Midway ou Partage Norte Shopping!TAMBÉM TENHO OUTROS APARELHOS, PARA SABER MAIS ÉSÓ SEGUIR MEU I N S T A: JP_SMARTPHONESOU CHAMA NO WHATS: 84 9961657... ver número98 ",Novo,1749,Samsung Galaxy A9 128Gb / 6Gb Novo Lacrado Nota Fiscal e Garantia de 1 Ano ,Samsung
4395,Nossa Senhora da Apresentação,59114-268,Natal,"vendo ou troco moto e4 plus, celular em perfeitoestado.mais informações chamar no whats: 988482019... ver número",Usado,350,Moto e4 ,Motorola e Lenovo
4396,Lagoa Nova,59054-655,Natal,"Vendo Tablet Samsung, com marcas de uso apenasatrás, sem nenhum trinco na tela e funcionandoperfeitamente.Interessados entrar em contato pelo WhatsApp98809-0745... ver número. ",Usado,350,Tablet Galaxy Tab. ,Samsung
4397,Lagoa Azul,59129-770,Natal,vendo ou troco iPhone 6 Plus de 16 GB pegandotodas as operadoras não está mas pegando abiometria mas as demais coisas ok. Pra troca fica1100 ,Usado,1000,IPhone 6 Plus 16 gb ,Iphone
4398,Potengi,59110-610,Natal,"iPhone 5s funcionando normalmente único problemabotão touch não está funcionando, mais nãointerfere em nada dá pra usar o celularnormalmente ! ",Usado,350,IPhone 5s ,Iphone
4399,Planalto,59073-120,Natal,vendo usado apenas 2 vezes na Promoção! toda linhaMoto Z play!Muito novo! Tel: 988496047... ver número ou zap 98844-4511... ver número,Usado,300,Moto Snap Controle Gamer MOTO Z ,Motorola e Lenovo
4401,Igapó,59104-300,Natal,"Aparelho em perfeito estado de conservação,funcionando perfeitamente. sem defeito.TELA 5.516gigasCÂMERA MPFRONTAL MPACEITO CARTÕES ZAP ZAP 9 8845 6108... ver número",Usado,280,Galaxy on7 ,LG
4402,Cidade Alta,59029-500,Natal,Aparelho sem marcas 32gb 6 meses garantia Somos loja Aceitamos cartões ! Cellworldrn ,Novo,2399,IPhone 7 Plus ,Iphone
4403,Cidade Nova,59072-530,Natal,"Vendo ou troco moto G7, 4Ram,64Gg, Preferênciamoto G6,G6plus, cm volta do interessado, 2Meses deuso, carregador,fone,não tem um arranhão, na telae apenas pelicula. Whats 84 98827-4925... ver número",Usado,1250,Moto G7 ,Motorola e Lenovo
4404,Igapó,59104-230,Natal,"ele está com um trinco, fora isso sem nenhumdefeito acabei de pagar a última parcela dele,acompanha Carregador E fone, ele e duas câmerascelular muito bom ",Usado,450,Moto G5S Plus $450 Troco em Ps3 ,Motorola e Lenovo
4405,Petrópolis,59020-972,Natal,Acompanha carregador Não troco em aparelhos sem ser iPhone!Só avista analiso trocas. ,Usado,2800,IPhone 8 Plus 64gb ,Iphone
4406,Lagoa Nova,59054-645,Natal,Aparelho muito topAlgumas marcas de uso nas laterais Trinco na parte traseiraAcompanha cabo carregador Entrego no Midway ou hiper prudente Não aceito trocas ,Usado,750,A8+ 64gb ,Samsung
4407,Nossa Senhora da Apresentação,59115-280,Natal,"Celular sem marcas de uso,bem conservado, semprecom película e capinha. 986359624... ver número meu whats, só chame se tiver interesse ",Usado,950,J8 ,Samsung
4408,Capim Macio,59078-320,Natal,"celular sem defeitos, com câmera frontal etraseira, flash, 8gb de memória** apenas algunssinais de uso nas laterais. acompanha capaanti-impactos de silicone e película de vidro ",Usado,200,LG K4 pra vender logo ,LG
4409,Cidade Alta,59025-747,Natal,Vendo Motoe4Plus Pra Bota Preço ,Usado,400,Celular ,Motorola e Lenovo
4410,Candelária,59066-100,Natal,Funcionando tudo perfeitamenteMemória de 64GBiCloud liberadoEm perfeito estado de conservação.Acompanha todos os acessórios e película de vidroParcelo no cartão em até 12x com acréscimos damaquineta.Contato: 99153-2584... ver número WhatsApp e ligações ,Usado,500,IPhone 5 64GB ACEITO CARTÃO ,Iphone
4411,Dix Sept Rosado,59054-190,Natal,iPhone 5iCloud liberadoID liberadoAcompanha carregador e capaPoucas marcas de usoNão pega chip (precisa ser desbloqueado) ,Usado,350,IPhone 5 ,Iphone
4412,Potengi,59124-430,Natal,"J3 dourado 8GB, dual chip e cartão de memória,apenas algumas marquinhas de uso, funcionandoperfeitamente. ",Usado,200,Oferta! ,Samsung
4413,Praia do Meio,59010-120,Natal,vendo iphone 5c pra retirada de pecas todooriginal ,Usado,150,Iphone 5c ,Iphone
4414,Nordeste,59042-100,Natal,"J7 prime dourado usado com nota fiscal valor500,00 reais tem carregador e capa só uma únicadona nunca deu defeito semi novo em perfeitoestado de uso! interessados falar no 98801-0549... ver número",Usado,500,Vendo ,Samsung
4415,Pajuçara,59131-070,Natal,"A5 2017 Retirar peças. liga mas a tela frontal ficou preta.concerto custa 400,00obs: vai com o carregador e caixa.l ",Usado,200,A52017 Retirada de peças ,Samsung
4416,Lagoa Nova,59056-045,Natal,2gb ram 32 GB Garantia até 2020Obs: precisa trocar carcaça ,Usado,350,Moto G5 32gb ,Motorola e Lenovo
4417,Petrópolis,59012-330,Natal,vendo trincado mais funciona perfeitamente ,Usado,200,K5 lenovo ,Motorola e Lenovo
4418,Igapó,59106-130,Natal,VALOR NEGOCIAVEL celular Samsung com algumas marcas de usotela trincada mas funciona tudo 8gb de memória ,Usado,180,Celular gran prime ,Samsung
4419,Nossa Senhora De Nazaré,59060-360,Natal,"Para ser mais específico, este é o smartwatchDz09, o relógio inteligente!Entrega Grátis!>> Informações adicionais:O relógio DZ09 pode fazer tudo para que você nãoprecise sair sem ele. A tela sensível ao toque de1,56 polegadas fornece uma interface clara paraque você possa acessar as funções de áudio evídeo. A câmera permite tirar fotos e vídeo de seupróprio modo. O slot para cartão micro SD pode serusado paralelas fornecer até 32 GB dearmazenamento removível para todo o seu conteúdode mídia e com uma duração de bateria de espera180 horas.>> Principais Funções- Pode ser utilizado como celular para atender efazer ligações- Entrada para cartão até 32gb- Câmera Integrada 1.3 MP (Tira fotos)- Exibe notificações de mensagens do Whatsapp,Face, etc.- Alarme de perda e roubo, ao deixar seuSmartphone longe, o relógio vibra e notifica.- Cronômetro, medidor de passos e distânciapercorrida- Sincroniza com agenda, chamadas feitas erecebidas, podendo fazer a ligação diretamente dorelógio.- Sincroniza com a câmera do Smartphone . Poderáver no Smartwatch visão da câmera do Smartphone- Mensagens em SMS podem ser lidas diretamente noSmartwatch>> EspecificaçõesMaterial: Silicone e AlumínioPeso: 2,68 oz / 76gDimensões: (9,45 x 1,57 x 0,39) ""/ (24 x 4 x 1) cm(L x W x H)Duração da bateria de até 160 horas em stand by(apenas relógio e bluetooth).Versão Bluetooth: Bluetooth V3.0 + EDRRuído Ambiente: =75dBSuporte a idiomas: Inglês, Francês, Espanhol,Português, Italiano, Alemão, Holandês, turco,russoTempo de carregamento 2 horasFonte de alimentação: Built-in bateriarecarregável de 230mAhChamadas de suporte mãos-livresResolução da tela: 240 x 240>> Itens inclusos1 Relógio Inteligente Dz09 Bluetooth (na embalagemoriginal)1 Cabo Usb1 Manual*Relógio ideal para usar no seu dia a dia enquantodirige seu carro, moto, bicicleta, enquantopratica algum esporte ou dar de presente deaniversário. *Bluetooth Compatível com Samsung, Moto G(Motorola), LG, Nokia, Sony, Xiaomi, iPhone 5/6/7,galaxy S9, note 8, mi band 2, dentre outrasmarcas.Ótimo presente para aniversárioEntrega Grátis: Lagoa Nova, Dix Sept Rosado,Centro da Cidade, Alecrim Natal shopping/Carrefour, Zona Norte.Whatsapp: (84) 9967643... ver número87(Envie sua dúvida pelo Whatsapp para receber umamensagem mais rápida!) ",Novo,99,Smartwatch Silver Atende + Recebe ligações ,Acessórios
4420,Nossa Senhora da Apresentação,59115-670,Natal,iPhone 4 usado em perfeito estado ,Usado,1,Troco iPhone 4 em celular ,Iphone
4421,Capim Macio,59084-000,Natal,"ENTRAR EM CONTATOPARA INFORMAÇOES ou VENDAS(84)98804-7395... ver número [ Oi / WhatsApp ](84)99945-5577... ver número [ Tim ]Raphael Yuri [ Natal - RN ]VALOR: (A Vista) R$220,00Pulseira Xiaomi ( Mi Band 3 ) Original ( Nova )Versão Global - Português ",Novo,220,Pulseira Xiaomi ( Mi Band 3 ) Original ( Nova ) Versão Global - Português ,Iphone
4422,Nossa Senhora da Apresentação,59114-070,Natal,Moto g5 Plus 32 giga semi novo ,Usado,1,Apena troco j5 ou j7 ,Motorola e Lenovo
4424,Petrópolis,59020-150,Natal,"Celular semi novo com 4 meses de uso, funcionandotudo perfeitamente, sem nenhum defeito. Acompanhacaixa, carregador original e nota fiscal. Obs: Jáé o menor valor. WhatsApp: 98732-4254... ver número",Usado,750,Moto G6 play 32 gb ,Motorola e Lenovo
4426,Rocas,59010-470,Natal,"Ligações grátis nos finais de semana mesmaoperadora, ddd 84, nota fiscal, único dono,WhatsApp 988019920... ver número",Usado,199,31 anos oi ,Acessórios
4427,Nossa Senhora da Apresentação,59115-595,Natal,troco em outro aparelho com volta do interessado ,Usado,300,K5 ,Acessórios
4428,Potengi,59108-450,Natal,Moto g1 com pequenas marcas de uso. Aceito trocaem outros aparelhos!whatts 98721-2177... ver número,Usado,170,Moto g1 ,Motorola e Lenovo
4429,Capim Macio,59084-000,Natal,"ENTRAR EM CONTATOPARA INFORMAÇOES ou VENDAS(84)98804-7395... ver número [ Oi / WhatsApp ](84)99945-5577... ver número [ Tim ]Raphael Yuri [ Natal - RN ]VALOR: (A Vista) R$40,00Kit Carregador ( Veicular ) Kaidi - para Iphone -IOS ",Novo,40,Kit Carregador ( Veicular ) Kaidi - para Iphone - IOS ,Acessórios
4430,Guarapes,59074-660,Natal,fone Bluetooth i7s e i9p ,Novo,59,Fone ,Acessórios
4431,Neópolis,59086-005,Natal,celular com poucas marcas de uso(VALOR MINIMOSOMENTE VENDA) ,Usado,250,Moto G2 16GB ,Motorola e Lenovo
4432,Capim Macio,59084-000,Natal,"ENTRAR EM CONTATOPARA INFORMAÇOES ou VENDAS(84)98804-7395... ver número [ Oi / WhatsApp ](84)99945-5577... ver número [ Tim ]Raphael Yuri [ Natal - RN ]VALOR: (A Vista) R$35,00Capa 360 ( Frente e Verso ) Samsung J4 e J6 (Entre Outros Modelos ) ",Novo,35,Capa 360 ( Frente e Verso ) Samsung J4 e J6 ( Entre Outros Modelos ) ,Acessórios
4433,Capim Macio,59084-000,Natal,"ENTRAR EM CONTATOPARA INFORMAÇOES ou VENDAS(84)98804-7395... ver número [ Oi / WhatsApp ](84)99945-5577... ver número [ Tim ]Raphael Yuri [ Natal - RN ]VALOR: (A Vista) R$80,00Kit Carregador para Iphone ( Belkin ) Completo 3x1 ",Novo,80,Kit Carregador para Iphone ( Belkin ) Completo 3x1 ,Acessórios
4434,Capim Macio,59084-000,Natal,"ENTRAR EM CONTATOPARA INFORMAÇOES ou VENDAS(84)98804-7395... ver número [ Oi / WhatsApp ](84)99945-5577... ver número [ Tim ]Raphael Yuri [ Natal - RN ]VALOR: (A Vista) R$35,00[Promoção] Cabo Usb para Iphone ( Foxconn ) Apenas35,00 ",Novo,35,"[Promoção] Cabo Usb para Iphone ( Foxconn ) Apenas 35,00 ",Acessórios
4435,Nossa Senhora da Apresentação,59115-595,Natal,"Troco Com Volta Do Interessado, K5 Sem NenhumDefeito ",Usado,300,K5 ,Motorola e Lenovo
4436,Lagoa Nova,59054-710,Natal,"WhatsApp: ( 84 ) 9.9228.2872... ver número * Por apenas: R$ 700,00* Entrega gratuita e imediata* Aceitamos cartões de crédito e débito* Cores: Preto e Prata* Smartphone novo, zero ( na caixa ) e LACRADO.* Android, 16gb c/ cartão para 32gb, 2 RAM,acompanha carregador ",Novo,700,Smartphone Samsung Galaxy J4 ( 16gb c/ cartão para 32gb ) ,Samsung
4437,Bom Pastor,59060-240,Natal,"Funcionando normalmente, com pouquíssimas marcasde uso, tem um uns pontinhos brancos devido terpassado muito tempo na capinha. Um pequeno trincona câmera traseira, mas não influencia naqualidade de foto. Na caixa, não acompanha osacessórios. NÃO ACEITO TROCAS! ",Usado,450,Moto g5s ,Motorola e Lenovo
4438,Cidade Alta,59025-250,Natal,conservado. ,Usado,240,S5 mini ,Samsung
4439,Capim Macio,59084-000,Natal,"ENTRAR EM CONTATOPARA INFORMAÇOES ou VENDAS(84)98804-7395... ver número [ Oi / WhatsApp ](84)99945-5577... ver número [ Tim ]Raphael Yuri [ Natal - RN ]VALOR: (A Vista) R$35,00Capa para Xiaomi ( Transparente ) Silicone - AntiImpacto ",Novo,35,Capa para Xiaomi ( Transparente ) Silicone - Anti Impacto ,Acessórios
4440,Lagoa Nova,59054-710,Natal,"WhatsApp: ( 84 ) 9.9228.2872... ver número * Por apenas: R$ 1.200,00* Entrega gratuita e imediata* Aceitamos cartões de crédito e débito* Smartphone novo, zero ( na caixa ) e LACRADO.* Versão Global, Android, 64gb, 4 RAM, acompanhacarregador e capa ",Novo,1200,Smartphone Xiaomi Mi A2 ( 64gb / 4 RAM ) ,Outras marcas
4441,Dix Sept Rosado,59052-280,Natal,celular bem conservado tudo ok ,Usado,450,"Vendo ou troco por outro do meu interesse,preço a negociar ",Samsung
4442,Cidade da Esperança,59071-360,Natal,"Vendo iPhone 5 com um leve trinco na tela, mas nãointerfere em nada. O resto tá tudo funcionando!!! ",Usado,350,IPhone 5 ,Iphone
4443,Potengi,59108-210,Natal,Power bank cor branca entrego no nordestao estrada da redinha ou Natalshopping ,Novo,80,Power bank!! ,Acessórios
4444,Lagoa Nova,59054-710,Natal,"WhatsApp: ( 84 ) 9.9228.2872... ver número * Por apenas: R$ 900,00* Entrega gratuita e imediata* Aceitamos cartões de crédito e débito* Smartphone novo, na caixa ( zero ), LACRADO.* Versão Global, Android, 32gb, 3 RAM, tela de6.26, acompanha carregador e capa ",Novo,900,Smartphone Xiaomi Redmi 7 ( 32gb / 3 RAM ) - Novo ( LACRADO ) ,Outras marcas
4445,Capim Macio,59078-180,Natal,"iCloud livre, funcionando tudo!! Para aproveitar peças ou fazer reballing no chipbaseband ",Novo,150,Placa iPhone 5c com defeito na baseband ,Iphone
4446,Nova Descoberta,59075-350,Natal,"moto g6 play 32g ram3, com poucos trincos más nãointerfere em nada usso no dia , dia botões todosbem durinho , trocando a película trincada tambémfica poucos trincos no aparelho uns 3 a 4 trincosfinos . OBS : troco em outro de menor porte comvolta do interessado Zap : 996999779... ver número",Usado,450,Moto g6 Play ,Motorola e Lenovo
4447,Rocas,59010-620,Natal,"samsung a7 , 2018 , super bem cuidado ,praticamente 2 meses apenas de uso , 128 gb,excelente estado ",Novo,1500,Samsung galaxy a7 128 gb ,Samsung
4448,Neópolis,59086-015,Natal,"vendo ou troco por aparelho inferior mais volta emdinheiro do interessado! moto g5 plus, 32gb, biometria, super processadoroctacore de 2ghtz, filma em 4k, 2gb de ram, telade 5.2 polegadas com gorila glass 3, aparekho bemconservado!aceito cartão e parcelo com acréscimo damaquineta! ",Usado,579,Imperdível!! moto g5 plus muito conservado!! ,Motorola e Lenovo
4449,Cidade Alta,59029-500,Natal,Aparelho sem marcas 32gb 6 meses garantia Somos loja Aceitamos cartões ! Cellworldrn ,Novo,2399,IPhone 7 Plus ,Iphone
4450,Nova Descoberta,59075-310,Natal,"Celular simples sansung com entrada cartão memória70,00 valor negociável só venda não troco somenteavista valor negociável wassap 98725-9173... ver número só vendanão troco somente avista valor negociável façoentrega motivo da venda não uso ",Usado,70,Celular simples sansung ,Samsung
4451,Capim Macio,59082-170,Natal,"VR Gear praticamente novo, bem conservado e semarranhões.Não aceito troca ",Usado,100,Samsung VR Gear ,Samsung
4452,Nova Descoberta,59075-310,Natal,"Telefone simples blu tri chip somente aparelhoperfeito estado e funciona perfeitamente 60,00valor negociável só venda não troco somente avistavalor negociável wassap 98725-9173... ver número só venda nãotroco somente avista valor negociável faço entregamotivo da venda não uso ",Usado,60,Telefone simples blu tri chip ,Outras marcas
4453,Ponta Negra,59092-500,Natal,Aparelho em perfeito estado Sem marcas 6 meses garantia Cellworldrn Aceitamos cartões !!! ,Usado,1299,IPhone 6s 32gb ,Iphone
4454,Nova Descoberta,59075-310,Natal,"Telefone sem fio intelbras perfeito estado efunciona perfeitamente 100,00 valor negociável sóvenda não troco somente avista valor negociávelwassap 98725-9173... ver número só venda não troco somenteavista valor negociável faço entrega motivo davenda não uso faço entrega ",Usado,100,Telefone sem fio intelbras perfeito estado e funciona perfeitamente ,Telefones e aparelhos de fax
4455,Cidade da Esperança,59071-460,Natal,antigo ,Usado,50,Celular ,Nokia
4456,Ponta Negra,59100-115,Natal,Não aceito trocas apenas venda Wats 991129731... ver número,Usado,1400,Iphone 7 32 gigas ,Iphone
4457,Cidade Alta,59025-250,Natal,Beta ,Novo,50,Beta ,Acessórios
4458,Felipe Camarão,59072-433,Natal,"com 4 meses de uso, com todos os acessórios caixae NF , celular em estado de novo , ! valornegociável ",Usado,800,Moto g7 play ,Motorola e Lenovo
4459,Lagoa Nova,59064-460,Natal,"Capa a prova dágua, lama, areia, neve, .Compacta. Usada mas muito pouco. Bem conservada.Original. Comprada no Estados Unidos** nota ",Usado,150,Capa Lifeproof iPhone 7 8 plus ,Iphone
4460,Dix Sept Rosado,59054-125,Natal,iPhone 5s pra vender funciona tudo sem marca deuso ,Usado,550,IPhone novo pra vender novo em perfeito estado funciona tudo ,Iphone
4461,Lagoa Nova,59064-460,Natal,Capa estanque para iphone 7 8 plusUsada. Em bom estado.Original. Importada Estados Unidos ,Usado,150,Capa a prova d'água para iphone 7 8 plus ,Iphone
4462,Quintas,59040-580,Natal,"Aparelho bastante conservado, acompanhacarregador, só não funciona a biometria! Aceitocartão. Mais informações, whats 99227-7510... ver número",Usado,850,IPhone 6 64GB ,Iphone
4463,Neópolis,59088-500,Natal,telefone nunca foi aberto meu zap 987413788... ver número,Usado,250,J3 todo original ,Samsung
4464,Pajuçara,59123-220,Natal,"Celular Conservado, Sem Nenhum Defeito, Pega2Chip, Acompanha Capa E Película, SOMENTE OAPARELHO ",Usado,230,Gran Dous ,Samsung
4465,Candelária,59064-690,Natal,Celular comprado hoje Aberto para conferência ( sem uso )Nota fiscal Cor azul 32 gOcta core ,Novo,700,Vendo Samsung A10 ,Samsung
